Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
PTF10feq  PANSTARRS           i     14.92   0.05 This paper                  
PTF10feq  PANSTARRS           z     14.66   0.05 This paper                  
PTF10feq  PANSTARRS           y     14.42   0.06 This paper                  
PTF10feq  2MASS               J     14.34   0.07 This paper                  
PTF10feq  2MASS               H     14.03   0.07 This paper                  
PTF10feq  2MASS               Ks    14.32   0.11 This paper                  
PTF10feq  WISE                W1    14.91   0.1  This paper                  
PTF10feq  WISE                W2    15.51   0.1  This paper                  
PTF10ffx  SDSS                u     21.71   0.34 This paper                  
PTF10ffx  SDSS                g     21.09   0.07 This paper                  
PTF10ffx  SDSS                r     20.65   0.08 This paper                  
PTF10ffx  SDSS                i     20.33   0.08 This paper                  
PTF10ffx  SDSS                z     20.56   0.45 This paper                  
PTF10ffx  PANSTARRS           g     21.17   0.08 This paper                  
PTF10ffx  PANSTARRS           r     20.54   0.07 This paper                  
PTF10ffx  PANSTARRS           i     20.43   0.08 This paper                  
PTF10ffx  PANSTARRS           z     20.42   0.1  This paper                  
PTF10ffx  PANSTARRS           y     19.99   0.18 This paper                  
PTF10ffx  2MASS               H     19.42   0.47 This paper                  
PTF10ffx  WISE                W1    20.93   0.25 This paper                  
PTF10ffx  WISE                W2    21.92   0.52 This paper                  
PTF10fgz  GALEX               FUV   16.69   0.11 This paper                  
PTF10fgz  GALEX               NUV   16.63   0.1  This paper                  
PTF10fgz  SDSS                u     16.25   0.06 This paper                  
PTF10fgz  SDSS                g     15.48   0.05 This paper                  
PTF10fgz  SDSS                r     15.31   0.05 This paper                  
PTF10fgz  SDSS                i     15.27   0.06 This paper                  
PTF10fgz  SDSS                z     15.3    0.12 This paper                  
PTF10fgz  PANSTARRS           g     15.53   0.05 This paper                  
PTF10fgz  PANSTARRS           r     15.41   0.06 This paper                  
PTF10fgz  PANSTARRS           i     15.36   0.06 This paper                  
PTF10fgz  PANSTARRS           z     15.32   0.06 This paper                  
PTF10fgz  PANSTARRS           y     15.14   0.14 This paper                  
PTF10fgz  2MASS               J     15.21   0.12 This paper                  
PTF10fgz  2MASS               H     15.17   0.16 This paper                  
PTF10fgz  2MASS               Ks    16.04   0.33 This paper                  
PTF10fgz  WISE                W1    15.89   0.1  This paper                  
PTF10fgz  WISE                W2    16.38   0.11 This paper                  
PTF10fhk  PANSTARRS           g     15.73   0.05 This paper                  
PTF10fhk  PANSTARRS           r     15.1    0.05 This paper                  
PTF10fhk  PANSTARRS           i     14.79   0.05 This paper                  
PTF10fhk  PANSTARRS           z     14.56   0.05 This paper                  
PTF10fhk  PANSTARRS           y     14.32   0.05 This paper                  
PTF10fhk  2MASS               J     14.05   0.07 This paper                  
PTF10fhk  2MASS               H     13.84   0.07 This paper                  
PTF10fhk  2MASS               Ks    13.9    0.11 This paper                  
PTF10fhk  WISE                W1    14.35   0.1  This paper                  
PTF10fhk  WISE                W2    14.84   0.1  This paper                  
PTF10fia  GALEX               FUV   19.67   0.2  This paper                  
PTF10fia  GALEX               NUV   18.85   0.12 This paper                  
PTF10fia  SDSS                u     17.37   0.07 This paper                  
PTF10fia  SDSS                g     15.72   0.05 This paper                  
PTF10fia  SDSS                r     14.87   0.05 This paper                  
PTF10fia  SDSS                i     14.37   0.05 This paper                  
PTF10fia  SDSS                z     14.04   0.05 This paper                  
PTF10fia  PANSTARRS           g     15.62   0.05 This paper                  
PTF10fia  PANSTARRS           r     14.86   0.05 This paper                  
PTF10fia  PANSTARRS           i     14.41   0.05 This paper                  
PTF10fia  PANSTARRS           z     14.13   0.05 This paper                  
PTF10fia  PANSTARRS           y     13.88   0.05 This paper                  
PTF10fia  2MASS               J     13.56   0.07 This paper                  
PTF10fia  2MASS               H     13.21   0.07 This paper                  
PTF10fia  2MASS               Ks    13.33   0.11 This paper                  
PTF10fia  WISE                W1    13.82   0.1  This paper                  
PTF10fia  WISE                W2    14.35   0.1  This paper                  
PTF10fjh  GALEX               FUV   17.63   0.11 This paper                  
PTF10fjh  GALEX               NUV   16.95   0.1  This paper                  
PTF10fjh  SDSS                u     15.78   0.06 This paper                  
PTF10fjh  SDSS                g     14.3    0.05 This paper                  
PTF10fjh  SDSS                r     13.6    0.05 This paper                  
PTF10fjh  SDSS                i     13.22   0.05 This paper                  
PTF10fjh  SDSS                z     12.97   0.05 This paper                  
PTF10fjh  PANSTARRS           g     14.26   0.05 This paper                  
PTF10fjh  PANSTARRS           r     13.63   0.05 This paper                  
PTF10fjh  PANSTARRS           i     13.3    0.05 This paper                  
PTF10fjh  PANSTARRS           z     13.09   0.05 This paper                  
PTF10fjh  PANSTARRS           y     12.94   0.06 This paper                  
PTF10fjh  2MASS               J     12.64   0.07 This paper                  
PTF10fjh  2MASS               H     12.38   0.07 This paper                  
PTF10fjh  2MASS               Ks    12.59   0.11 This paper                  
PTF10fjq  GALEX               FUV   18.65   0.14 This paper                  
PTF10fjq  GALEX               NUV   18.22   0.1  This paper                  
PTF10fjq  SDSS                u     17.36   0.09 This paper                  
PTF10fjq  SDSS                g     15.94   0.05 This paper                  
PTF10fjq  SDSS                r     15.33   0.05 This paper                  
PTF10fjq  SDSS                i     15.01   0.05 This paper                  
PTF10fjq  SDSS                z     14.76   0.06 This paper                  
PTF10fjq  PANSTARRS           g     15.92   0.06 This paper                  
PTF10fjq  PANSTARRS           r     15.4    0.05 This paper                  
PTF10fjq  PANSTARRS           i     15.09   0.05 This paper                  
PTF10fjq  PANSTARRS           z     14.89   0.05 This paper                  
PTF10fjq  PANSTARRS           y     14.67   0.06 This paper                  
PTF10fjq  2MASS               J     14.46   0.07 This paper                  
PTF10fjq  2MASS               H     14.14   0.07 This paper                  
PTF10fjq  2MASS               Ks    14.4    0.11 This paper                  
PTF10fjq  WISE                W1    14.99   0.1  This paper                  
PTF10fjq  WISE                W2    15.53   0.1  This paper                  
PTF10flx  GALEX               FUV   19.83   0.12 This paper                  
PTF10flx  GALEX               NUV   19.38   0.11 This paper                  
PTF10flx  SDSS                u     18.79   0.1  This paper                  
PTF10flx  SDSS                g     17.75   0.05 This paper                  
PTF10flx  SDSS                r     17.4    0.05 This paper                  
PTF10flx  SDSS                i     17.12   0.05 This paper                  
PTF10flx  SDSS                z     16.95   0.08 This paper                  
PTF10flx  PANSTARRS           g     17.74   0.06 This paper                  
PTF10flx  PANSTARRS           r     17.45   0.06 This paper                  
PTF10flx  PANSTARRS           i     17.21   0.05 This paper                  
PTF10flx  PANSTARRS           z     17.13   0.07 This paper                  
PTF10flx  PANSTARRS           y     17.02   0.1  This paper                  
PTF10flx  2MASS               H     16.46   0.18 This paper                  
PTF10flx  2MASS               Ks    16.99   0.29 This paper                  
PTF10flx  WISE                W1    17.27   0.12 This paper                  
PTF10flx  WISE                W2    17.72   0.12 This paper                  
PTF10fmr  GALEX               FUV   17.73   0.12 This paper                  
PTF10fmr  GALEX               NUV   17.45   0.11 This paper                  
PTF10fmr  SDSS                u     16.91   0.06 This paper                  
PTF10fmr  SDSS                g     15.99   0.05 This paper                  
PTF10fmr  SDSS                r     15.66   0.05 This paper                  
PTF10fmr  SDSS                i     15.5    0.05 This paper                  
PTF10fmr  SDSS                z     15.38   0.07 This paper                  
PTF10fmr  PANSTARRS           g     15.99   0.05 This paper                  
PTF10fmr  PANSTARRS           r     15.66   0.05 This paper                  
PTF10fmr  PANSTARRS           i     15.57   0.05 This paper                  
PTF10fmr  PANSTARRS           z     15.44   0.06 This paper                  
PTF10fmr  PANSTARRS           y     15.33   0.08 This paper                  
PTF10fmr  2MASS               J     15.11   0.07 This paper                  
PTF10fmr  2MASS               H     15.22   0.11 This paper                  
PTF10fmr  2MASS               Ks    14.86   0.11 This paper                  
PTF10fmr  WISE                W1    16.02   0.1  This paper                  
PTF10fmr  WISE                W2    16.62   0.11 This paper                  
PTF10fmx  GALEX               FUV   17.85   0.12 This paper                  
PTF10fmx  GALEX               NUV   17.79   0.1  This paper                  
PTF10fmx  SDSS                u     16.53   0.06 This paper                  
PTF10fmx  SDSS                g     15.28   0.05 This paper                  
PTF10fmx  SDSS                r     14.56   0.07 This paper                  
PTF10fmx  SDSS                i     14.18   0.07 This paper                  
PTF10fmx  SDSS                z     13.9    0.06 This paper                  
PTF10fmx  PANSTARRS           g     15.23   0.06 This paper                  
PTF10fmx  PANSTARRS           r     14.62   0.06 This paper                  
PTF10fmx  PANSTARRS           i     14.3    0.06 This paper                  
PTF10fmx  PANSTARRS           z     14.21   0.07 This paper                  
PTF10fmx  PANSTARRS           y     13.93   0.07 This paper                  
PTF10fmx  2MASS               J     13.75   0.07 This paper                  
PTF10fmx  2MASS               H     13.4    0.07 This paper                  
PTF10fmx  2MASS               Ks    13.52   0.11 This paper                  
PTF10fmx  WISE                W1    14.04   0.1  This paper                  
PTF10fmx  WISE                W2    14.64   0.1  This paper                  
PTF10fou  GALEX               FUV   20.94   0.12 This paper                  
PTF10fou  GALEX               NUV   20.38   0.11 This paper                  
PTF10fou  SDSS                u     20.0    0.17 This paper                  
PTF10fou  SDSS                g     18.87   0.05 This paper                  
PTF10fou  SDSS                r     18.25   0.05 This paper                  
PTF10fou  SDSS                i     17.93   0.06 This paper                  
PTF10fou  SDSS                z     17.68   0.1  This paper                  
PTF10fou  PANSTARRS           g     18.8    0.07 This paper                  
