Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
iPTF15dpa 2MASS               H     14.38   0.07 This paper                  
iPTF15dpa 2MASS               Ks    14.56   0.11 This paper                  
iPTF15dpa WISE                W1    14.95   0.1  This paper                  
iPTF15dpa WISE                W2    15.56   0.1  This paper                  
iPTF15dqb GALEX               FUV   18.06   0.11 This paper                  
iPTF15dqb GALEX               NUV   17.44   0.1  This paper                  
iPTF15dqb PANSTARRS           g     15.23   0.07 This paper                  
iPTF15dqb PANSTARRS           r     14.68   0.05 This paper                  
iPTF15dqb PANSTARRS           i     14.44   0.09 This paper                  
iPTF15dqb PANSTARRS           z     14.35   0.09 This paper                  
iPTF15dqb PANSTARRS           y     14.03   0.06 This paper                  
iPTF15dqb 2MASS               J     13.98   0.06 This paper                  
iPTF15dqb 2MASS               H     13.86   0.07 This paper                  
iPTF15dqb 2MASS               Ks    13.92   0.11 This paper                  
iPTF15dqb WISE                W1    13.96   0.11 This paper                  
iPTF15dqb WISE                W2    14.48   0.1  This paper                  
iPTF15dqg SDSS                u     18.22   0.09 This paper                  
iPTF15dqg SDSS                g     17.15   0.05 This paper                  
iPTF15dqg SDSS                r     16.78   0.05 This paper                  
iPTF15dqg SDSS                i     16.59   0.06 This paper                  
iPTF15dqg SDSS                z     16.35   0.08 This paper                  
iPTF15dqg PANSTARRS           g     17.09   0.06 This paper                  
iPTF15dqg PANSTARRS           r     16.89   0.06 This paper                  
iPTF15dqg PANSTARRS           i     16.54   0.06 This paper                  
iPTF15dqg PANSTARRS           z     16.54   0.06 This paper                  
iPTF15dqg PANSTARRS           y     16.64   0.22 This paper                  
iPTF15dqg WISE                W1    16.83   0.11 This paper                  
iPTF15dqg WISE                W2    17.47   0.11 This paper                  
iPTF15dqi GALEX               FUV   19.12   0.17 This paper                  
iPTF15dqi GALEX               NUV   18.78   0.1  This paper                  
iPTF15dqi SDSS                u     18.0    0.08 This paper                  
iPTF15dqi SDSS                g     16.95   0.05 This paper                  
iPTF15dqi SDSS                r     16.59   0.05 This paper                  
iPTF15dqi SDSS                i     16.29   0.06 This paper                  
iPTF15dqi SDSS                z     16.11   0.08 This paper                  
iPTF15dqi PANSTARRS           g     16.92   0.06 This paper                  
iPTF15dqi PANSTARRS           r     16.61   0.07 This paper                  
iPTF15dqi PANSTARRS           i     16.28   0.07 This paper                  
iPTF15dqi PANSTARRS           z     16.18   0.07 This paper                  
iPTF15dqi PANSTARRS           y     16.03   0.09 This paper                  
iPTF15dqi 2MASS               J     15.89   0.11 This paper                  
iPTF15dqi 2MASS               H     15.71   0.1  This paper                  
iPTF15dqi WISE                W1    16.07   0.13 This paper                  
iPTF15dqi WISE                W2    16.62   0.28 This paper                  
iPTF15dsr SDSS                u     22.01   0.22 This paper                  
iPTF15dsr SDSS                g     21.67   0.07 This paper                  
iPTF15dsr SDSS                r     21.34   0.08 This paper                  
iPTF15dsr SDSS                i     21.26   0.1  This paper                  
iPTF15dsr SDSS                z     20.41   0.25 This paper                  
iPTF15dsr PANSTARRS           g     21.64   0.08 This paper                  
iPTF15dsr PANSTARRS           r     21.27   0.08 This paper                  
iPTF15dsr PANSTARRS           i     21.19   0.11 This paper                  
iPTF15dsr PANSTARRS           z     20.89   0.15 This paper                  
iPTF15dsr PANSTARRS           y     21.71   0.54 This paper                  
iPTF15dtg GALEX               FUV   21.73   0.42 This paper                  
iPTF15dtg GALEX               NUV   20.99   0.21 This paper                  
iPTF15dtg PANSTARRS           g     19.87   0.18 This paper                  
iPTF15dtg PANSTARRS           r     19.46   0.22 This paper                  
iPTF15dtg PANSTARRS           i     19.26   0.16 This paper                  
iPTF15dtg PANSTARRS           z     19.12   0.16 This paper                  
iPTF15dtg PANSTARRS           y     18.97   0.44 This paper                  
iPTF15dtg WISE                W1    19.72   0.16 This paper                  
iPTF15dtg WISE                W2    21.07   0.17 This paper                  
iPTF15dtq GALEX               FUV   19.52   0.11 This paper                  
iPTF15dtq GALEX               NUV   19.4    0.1  This paper                  
iPTF15dtq SDSS                u     18.86   0.07 This paper                  
iPTF15dtq SDSS                g     17.82   0.05 This paper                  
iPTF15dtq SDSS                r     17.46   0.05 This paper                  
iPTF15dtq SDSS                i     17.34   0.06 This paper                  
iPTF15dtq SDSS                z     17.11   0.09 This paper                  
iPTF15dtq PANSTARRS           g     17.8    0.06 This paper                  
iPTF15dtq PANSTARRS           r     17.45   0.06 This paper                  
iPTF15dtq PANSTARRS           i     17.32   0.05 This paper                  
iPTF15dtq PANSTARRS           z     17.2    0.06 This paper                  
iPTF15dtq PANSTARRS           y     17.1    0.06 This paper                  
iPTF15dtq 2MASS               J     16.61   0.16 This paper                  
iPTF15dtq 2MASS               H     16.68   0.22 This paper                  
iPTF15dtq 2MASS               Ks    16.47   0.23 This paper                  
iPTF15dtq WISE                W1    17.62   0.11 This paper                  
iPTF15dtq WISE                W2    18.15   0.12 This paper                  
iPTF15dum SDSS                u     20.26   0.15 This paper                  
iPTF15dum SDSS                g     19.15   0.06 This paper                  
iPTF15dum SDSS                r     18.71   0.06 This paper                  
iPTF15dum SDSS                i     18.39   0.07 This paper                  
iPTF15dum SDSS                z     18.13   0.09 This paper                  
iPTF15dum PANSTARRS           g     19.12   0.05 This paper                  
iPTF15dum PANSTARRS           r     18.74   0.05 This paper                  
iPTF15dum PANSTARRS           i     18.4    0.06 This paper                  
iPTF15dum PANSTARRS           z     18.29   0.07 This paper                  
iPTF15dum PANSTARRS           y     18.19   0.12 This paper                  
iPTF15dum 2MASS               J     18.22   0.27 This paper                  
iPTF15dum 2MASS               H     17.95   0.17 This paper                  
iPTF15dum WISE                W1    18.27   0.12 This paper                  
iPTF15dum WISE                W2    18.82   0.13 This paper                  
iPTF15dvg GALEX               NUV   22.09   0.37 This paper                  
iPTF15dvg SDSS                u     21.77 -99.0  This paper                  
iPTF15dvg SDSS                g     21.26   0.07 This paper                  
iPTF15dvg SDSS                r     20.85   0.09 This paper                  
iPTF15dvg SDSS                i     20.66   0.09 This paper                  
iPTF15dvg SDSS                z     20.7    0.39 This paper                  
iPTF15dvg PANSTARRS           g     21.1    0.08 This paper                  
iPTF15dvg PANSTARRS           r     20.83   0.06 This paper                  
iPTF15dvg PANSTARRS           i     20.55   0.06 This paper                  
iPTF15dvg PANSTARRS           z     20.66   0.15 This paper                  
iPTF15dvg PANSTARRS           y     20.53   0.24 This paper                  
iPTF15enr SDSS                u     15.13   0.06 This paper                  
iPTF15enr SDSS                g     13.69   0.05 This paper                  
iPTF15enr SDSS                r     12.93   0.05 This paper                  
iPTF15enr SDSS                i     12.5    0.05 This paper                  
iPTF15enr SDSS                z     12.19   0.06 This paper                  
iPTF15enr PANSTARRS           g     13.67   0.05 This paper                  
iPTF15enr PANSTARRS           r     12.92   0.05 This paper                  
iPTF15enr PANSTARRS           i     12.53   0.05 This paper                  
iPTF15enr PANSTARRS           z     12.28   0.05 This paper                  
iPTF15enr PANSTARRS           y     12.01   0.05 This paper                  
iPTF15enr 2MASS               J     11.73   0.05 This paper                  
iPTF15enr 2MASS               H     11.39   0.05 This paper                  
iPTF15enr 2MASS               Ks    11.65   0.1  This paper                  
iPTF15enr WISE                W1    12.16   0.1  This paper                  
iPTF15enr WISE                W2    12.72   0.1  This paper                  
iPTF15eoc SDSS                u     22.11   0.57 This paper                  
iPTF15eoc SDSS                g     20.76   0.17 This paper                  
iPTF15eoc SDSS                r     19.56   0.08 This paper                  
iPTF15eoc SDSS                i     18.74   0.07 This paper                  
iPTF15eoc SDSS                z     18.22   0.13 This paper                  
iPTF15eoc PANSTARRS           g     20.79   0.15 This paper                  
iPTF15eoc PANSTARRS           r     19.83   0.2  This paper                  
iPTF15eoc PANSTARRS           i     18.9    0.08 This paper                  
iPTF15eoc PANSTARRS           z     18.42   0.11 This paper                  
iPTF15eoc PANSTARRS           y     18.06   0.11 This paper                  
iPTF15eoc 2MASS               J     17.92   0.22 This paper                  
iPTF15eoc 2MASS               H     18.49   0.41 This paper                  
iPTF15eoc 2MASS               Ks    18.37   0.43 This paper                  
iPTF15eon GALEX               FUV   16.85   0.1  This paper                  
iPTF15eon GALEX               NUV   16.62   0.1  This paper                  
iPTF15eon SDSS                u     15.66   0.06 This paper                  
iPTF15eon SDSS                g     14.63   0.06 This paper                  
iPTF15eon SDSS                r     14.18   0.06 This paper                  
iPTF15eon SDSS                i     13.94   0.06 This paper                  
iPTF15eon PANSTARRS           g     14.74   0.06 This paper                  
iPTF15eon PANSTARRS           r     14.33   0.06 This paper                  
iPTF15eon PANSTARRS           i     14.13   0.07 This paper                  
iPTF15eon PANSTARRS           z     14.06   0.07 This paper                  
iPTF15eon PANSTARRS           y     14.04   0.1  This paper                  
iPTF15eon WISE                W1    14.54   0.11 This paper                  
iPTF15eon WISE                W2    15.32   0.12 This paper                  
iPTF15eot GALEX               FUV   19.36   0.19 This paper                  
iPTF15eot GALEX               NUV   18.69   0.12 This paper                  
iPTF15eot PANSTARRS           g     16.23   0.05 This paper                  
iPTF15eot PANSTARRS           r     15.57   0.05 This paper                  
iPTF15eot PANSTARRS           i     15.27   0.05 This paper                  
iPTF15eot PANSTARRS           z     15.05   0.05 This paper                  
iPTF15eot PANSTARRS           y     14.87   0.06 This paper                  
iPTF15eot 2MASS               J     14.72   0.07 This paper                  
iPTF15eot 2MASS               H     14.41   0.07 This paper                  
iPTF15eot 2MASS               Ks    14.62   0.11 This paper                  
iPTF15eot WISE                W1    14.89   0.11 This paper                  
iPTF15eot WISE                W2    15.5    0.11 This paper                  
iPTF15eov GALEX               FUV   22.48   0.49 This paper                  
iPTF15eov PANSTARRS           g     19.62   0.09 This paper                  
iPTF15eov PANSTARRS           r     19.02   0.06 This paper                  
iPTF15eov PANSTARRS           i     18.6    0.06 This paper                  
iPTF15eov PANSTARRS           z     18.34   0.08 This paper                  
iPTF15eov PANSTARRS           y     18.24   0.1  This paper                  
iPTF15eov 2MASS               J     17.75   0.11 This paper                  
iPTF15eov 2MASS               H     17.48   0.13 This paper                  
iPTF15eov 2MASS               Ks    17.56   0.31 This paper                  
iPTF15eov WISE                W1    18.73   0.11 This paper                  
iPTF15eov WISE                W2    18.91   0.12 This paper                  
iPTF15epp GALEX               FUV   19.09   0.14 This paper                  
iPTF15epp GALEX               NUV   18.48   0.12 This paper                  
iPTF15epp PANSTARRS           g     16.94   0.57 This paper                  
iPTF15epp PANSTARRS           r     16.46   0.35 This paper                  
iPTF15epp PANSTARRS           i     16.16   0.38 This paper                  
iPTF15epp PANSTARRS           z     16.03   0.39 This paper                  
iPTF15epp PANSTARRS           y     15.95   0.4  This paper                  
iPTF15epp 2MASS               J     15.76   0.19 This paper                  
iPTF15epp 2MASS               H     15.51   0.15 This paper                  
iPTF15epp 2MASS               Ks    15.97   0.23 This paper                  
iPTF15epp WISE                W1    16.38   0.2  This paper                  
iPTF15epp WISE                W2    17.01   0.22 This paper                  
iPTF15eqc SDSS                u     18.01   0.06 This paper                  
iPTF15eqc SDSS                g     16.99   0.05 This paper                  
iPTF15eqc SDSS                r     16.58   0.05 This paper                  
iPTF15eqc SDSS                i     16.34   0.05 This paper                  
iPTF15eqc SDSS                z     16.18   0.05 This paper                  
iPTF15eqc PANSTARRS           g     16.97   0.05 This paper                  
iPTF15eqc PANSTARRS           r     16.53   0.05 This paper                  
iPTF15eqc PANSTARRS           i     16.33   0.05 This paper                  
iPTF15eqc PANSTARRS           z     16.24   0.05 This paper                  
iPTF15eqc PANSTARRS           y     16.1    0.05 This paper                  
iPTF15eqc 2MASS               J     15.89   0.08 This paper                  
iPTF15eqc 2MASS               H     16.14   0.08 This paper                  
iPTF15eqc 2MASS               Ks    15.76   0.12 This paper                  
iPTF15eqc WISE                W1    16.28   0.1  This paper                  
iPTF15eqc WISE                W2    16.8    0.1  This paper                  
iPTF15eqq SDSS                g     22.12   0.28 This paper                  
iPTF15eqq PANSTARRS           r     21.1    0.09 This paper                  
iPTF15eqq PANSTARRS           i     20.83   0.09 This paper                  
iPTF15eqq PANSTARRS           z     21.91   0.45 This paper                  
iPTF15eqq PANSTARRS           y     20.99   0.42 This paper                  
iPTF15eqr PANSTARRS           g     17.63   0.1  This paper                  
iPTF15eqr PANSTARRS           r     16.51   0.08 This paper                  
iPTF15eqr PANSTARRS           i     15.99   0.06 This paper                  
iPTF15eqr PANSTARRS           z     15.57   0.06 This paper                  
iPTF15eqr PANSTARRS           y     15.27   0.07 This paper                  
iPTF15eqr WISE                W1    14.86   0.11 This paper                  
iPTF15eqv GALEX               FUV   14.31   0.1  This paper                  
iPTF15eqv GALEX               NUV   13.96   0.1  This paper                  
iPTF15eqv SDSS                u     12.93   0.08 This paper                  
iPTF15eqv SDSS                g     11.9    0.06 This paper                  
iPTF15eqv SDSS                r     11.38   0.08 This paper                  
iPTF15eqv SDSS                i     11.12   0.07 This paper                  
iPTF15eqv SDSS                z     10.97   0.07 This paper                  
iPTF15eqv PANSTARRS           g     12.14   0.06 This paper                  
iPTF15eqv PANSTARRS           r     11.61   0.06 This paper                  
iPTF15eqv PANSTARRS           i     11.33   0.06 This paper                  
iPTF15eqv PANSTARRS           z     11.18   0.06 This paper                  
iPTF15eqv PANSTARRS           y     11.05   0.06 This paper                  
iPTF15eqv 2MASS               J     10.81   0.07 This paper                  
iPTF15eqv 2MASS               H     10.68   0.07 This paper                  
iPTF15eqv 2MASS               Ks    10.84   0.11 This paper                  
iPTF15eqy GALEX               FUV   17.97   0.11 This paper                  
iPTF15eqy GALEX               NUV   17.57   0.1  This paper                  
iPTF15eqy SDSS                u     16.24   0.05 This paper                  
iPTF15eqy SDSS                g     15.12   0.05 This paper                  
iPTF15eqy SDSS                r     14.56   0.05 This paper                  
iPTF15eqy SDSS                i     14.28   0.05 This paper                  
iPTF15eqy SDSS                z     14.05   0.05 This paper                  
iPTF15eqy PANSTARRS           g     15.07   0.05 This paper                  
iPTF15eqy PANSTARRS           r     14.5    0.05 This paper                  
iPTF15eqy PANSTARRS           i     14.29   0.05 This paper                  
iPTF15eqy PANSTARRS           z     14.05   0.05 This paper                  
iPTF15eqy PANSTARRS           y     13.93   0.05 This paper                  
iPTF15eqy 2MASS               J     13.82   0.07 This paper                  
iPTF15eqy 2MASS               H     13.64   0.07 This paper                  
iPTF15eqy 2MASS               Ks    13.9    0.11 This paper                  
iPTF15eqy WISE                W1    14.13   0.1  This paper                  
iPTF15eqy WISE                W2    14.63   0.1  This paper                  
iPTF15erh GALEX               FUV   19.33   0.16 This paper                  
iPTF15erh GALEX               NUV   18.98   0.12 This paper                  
iPTF15erh PANSTARRS           g     16.26   0.06 This paper                  
iPTF15erh PANSTARRS           r     15.5    0.05 This paper                  
iPTF15erh PANSTARRS           i     15.12   0.06 This paper                  
iPTF15erh PANSTARRS           z     14.9    0.06 This paper                  
iPTF15erh PANSTARRS           y     14.67   0.06 This paper                  
iPTF15erh WISE                W1    14.68   0.11 This paper                  
iPTF15esb SDSS                u     23.15   1.35 This paper                  
iPTF15esb SDSS                g     22.54   0.07 This paper                  
iPTF15esb SDSS                r     22.14   0.1  This paper                  
iPTF15esb SDSS                i     21.87   0.28 This paper                  
iPTF15esb SDSS                z     19.64 -99.0  This paper                  
iPTF15eta GALEX               FUV   19.31   0.18 This paper                  
iPTF15eta GALEX               NUV   18.9    0.12 This paper                  
iPTF15eta PANSTARRS           g     17.73   0.09 This paper                  
iPTF15eta PANSTARRS           r     17.4    0.12 This paper                  
iPTF15eta PANSTARRS           i     17.22   0.11 This paper                  
iPTF15eta PANSTARRS           z     17.3    0.23 This paper                  
iPTF15eta PANSTARRS           y     17.18   0.3  This paper                  
iPTF15ewh GALEX               FUV   17.54   0.12 This paper                  
iPTF15ewh GALEX               NUV   17.27   0.1  This paper                  
iPTF15ewh SDSS                u     16.25   0.08 This paper                  
iPTF15ewh SDSS                g     15.26   0.05 This paper                  
iPTF15ewh SDSS                r     14.79   0.05 This paper                  
iPTF15ewh SDSS                i     14.51   0.05 This paper                  
iPTF15ewh SDSS                z     14.34   0.08 This paper                  
iPTF15ewh PANSTARRS           g     15.22   0.08 This paper                  
iPTF15ewh PANSTARRS           r     14.77   0.05 This paper                  
iPTF15ewh PANSTARRS           i     14.57   0.05 This paper                  
iPTF15ewh PANSTARRS           z     14.53   0.07 This paper                  
iPTF15ewh PANSTARRS           y     14.13   0.11 This paper                  
iPTF15ewh 2MASS               J     14.14   0.07 This paper                  
iPTF15ewh 2MASS               H     13.94   0.07 This paper                  
iPTF15ewh 2MASS               Ks    14.05   0.11 This paper                  
iPTF15ewh WISE                W1    14.24   0.1  This paper                  
iPTF15ewh WISE                W2    14.78   0.1  This paper                  
iPTF15ezl GALEX               FUV   22.39   0.61 This paper                  
iPTF15ezl GALEX               NUV   22.99   0.23 This paper                  
iPTF15ezl SDSS                u     21.63   0.44 This paper                  
iPTF15ezl SDSS                g     21.84   0.09 This paper                  
iPTF15ezl SDSS                r     21.62   0.1  This paper                  
iPTF15ezl SDSS                i     21.0    0.11 This paper                  
iPTF15ezl SDSS                z     20.3  -99.0  This paper                  
iPTF15fdv PANSTARRS           g     15.8    0.05 This paper                  
iPTF15fdv PANSTARRS           r     14.84   0.05 This paper                  
iPTF15fdv PANSTARRS           i     14.31   0.05 This paper                  
iPTF15fdv PANSTARRS           z     13.97   0.05 This paper                  
iPTF15fdv PANSTARRS           y     13.66   0.05 This paper                  
iPTF15fdv 2MASS               J     13.47   0.06 This paper                  
iPTF15fdv 2MASS               H     13.09   0.07 This paper                  
iPTF15fdv WISE                W1    13.56   0.1  This paper                  
iPTF15fdv WISE                W2    14.21   0.1  This paper                  
iPTF15fhl GALEX               FUV   20.01   0.22 This paper                  
iPTF15fhl GALEX               NUV   19.56   0.1  This paper                  
iPTF15fhl SDSS                u     18.23   0.11 This paper                  
iPTF15fhl SDSS                g     16.89   0.05 This paper                  
iPTF15fhl SDSS                r     16.25   0.05 This paper                  
iPTF15fhl SDSS                i     15.86   0.05 This paper                  
iPTF15fhl SDSS                z     15.53   0.05 This paper                  
iPTF15fhl PANSTARRS           g     16.89   0.05 This paper                  
iPTF15fhl PANSTARRS           r     16.22   0.05 This paper                  
iPTF15fhl PANSTARRS           i     15.88   0.05 This paper                  
iPTF15fhl PANSTARRS           z     15.65   0.05 This paper                  
iPTF15fhl PANSTARRS           y     15.45   0.05 This paper                  
iPTF15fhl WISE                W1    15.39   0.1  This paper                  
iPTF15fhl WISE                W2    15.84   0.1  This paper                  
iPTF15fkc PANSTARRS           g     15.03   0.06 This paper                  
iPTF15fkc PANSTARRS           r     14.38   0.07 This paper                  
iPTF15fkc PANSTARRS           i     14.03   0.08 This paper                  
iPTF15fkc PANSTARRS           z     13.8    0.06 This paper                  
iPTF15fkc PANSTARRS           y     13.58   0.08 This paper                  
iPTF15fkc 2MASS               J     13.5    0.07 This paper                  
iPTF15fkc 2MASS               H     13.02   0.07 This paper                  
iPTF15fkc 2MASS               Ks    13.33   0.11 This paper                  
iPTF15fkc WISE                W1    13.74   0.1  This paper                  
iPTF15fkc WISE                W2    14.24   0.1  This paper                  
iPTF15fmk SDSS                u     17.66   0.08 This paper                  
iPTF15fmk SDSS                g     16.23   0.05 This paper                  
iPTF15fmk SDSS                r     15.58   0.05 This paper                  
iPTF15fmk SDSS                i     15.21   0.05 This paper                  
iPTF15fmk SDSS                z     14.97   0.05 This paper                  
iPTF15fmk PANSTARRS           g     16.17   0.05 This paper                  
iPTF15fmk PANSTARRS           r     15.54   0.05 This paper                  
iPTF15fmk PANSTARRS           i     15.24   0.05 This paper                  
iPTF15fmk PANSTARRS           z     15.02   0.05 This paper                  
iPTF15fmk PANSTARRS           y     14.81   0.05 This paper                  
iPTF15fmk 2MASS               J     14.7    0.07 This paper                  
iPTF15fmk 2MASS               H     14.5    0.07 This paper                  
iPTF15fmk 2MASS               Ks    14.52   0.11 This paper                  
iPTF15fmk WISE                W1    15.08   0.1  This paper                  
iPTF15fmk WISE                W2    15.64   0.1  This paper                  
iPTF15fmr GALEX               FUV   17.16   0.1  This paper                  
iPTF15fmr GALEX               NUV   16.78   0.1  This paper                  
iPTF15fmr SDSS                u     15.77   0.05 This paper                  
iPTF15fmr SDSS                g     14.73   0.05 This paper                  
iPTF15fmr SDSS                r     14.27   0.05 This paper                  
iPTF15fmr SDSS                i     14.04   0.05 This paper                  
iPTF15fmr SDSS                z     13.87   0.05 This paper                  
iPTF15fmr PANSTARRS           g     14.74   0.05 This paper                  
iPTF15fmr PANSTARRS           r     14.25   0.05 This paper                  
iPTF15fmr PANSTARRS           i     14.11   0.05 This paper                  
iPTF15fmr PANSTARRS           z     13.86   0.05 This paper                  
iPTF15fmr PANSTARRS           y     13.77   0.06 This paper                  
iPTF15fmr WISE                W1    14.18   0.1  This paper                  
iPTF15fmr WISE                W2    14.76   0.1  This paper                  
iPTF15fnk PANSTARRS           g     15.57   0.08 This paper                  
iPTF15fnk PANSTARRS           r     15.17   0.1  This paper                  
iPTF15fnk PANSTARRS           i     15.0    0.08 This paper                  
iPTF15fnk PANSTARRS           z     14.9    0.19 This paper                  
iPTF15fnk PANSTARRS           y     14.66   0.22 This paper                  
iPTF15fnk 2MASS               J     14.45   0.06 This paper                  
iPTF15fnk 2MASS               H     14.62   0.07 This paper                  
iPTF15fnk 2MASS               Ks    14.78   0.12 This paper                  
iPTF15gc  SDSS                u     16.03   0.07 This paper                  
iPTF15gc  SDSS                g     14.79   0.05 This paper                  
iPTF15gc  SDSS                r     14.25   0.05 This paper                  
iPTF15gc  SDSS                i     13.93   0.05 This paper                  
iPTF15gc  SDSS                z     13.71   0.06 This paper                  
iPTF15gc  PANSTARRS           g     14.76   0.05 This paper                  
iPTF15gc  PANSTARRS           r     14.25   0.05 This paper                  
iPTF15gc  PANSTARRS           i     14.0    0.05 This paper                  
iPTF15gc  PANSTARRS           z     13.87   0.06 This paper                  
iPTF15gc  PANSTARRS           y     13.62   0.06 This paper                  
iPTF15gc  WISE                W1    13.89   0.1  This paper                  
iPTF15gc  WISE                W2    14.39   0.1  This paper                  
iPTF15ii  SDSS                g     23.9    0.9  This paper                  
iPTF15ii  SDSS                r     22.93 -99.0  This paper                  
iPTF15ii  SDSS                z     24.19   0.62 This paper                  
iPTF15il  SDSS                u     13.8    0.05 This paper                  
iPTF15il  SDSS                g     12.51   0.05 This paper                  
iPTF15il  SDSS                r     11.89   0.05 This paper                  
iPTF15il  SDSS                i     11.54   0.05 This paper                  
iPTF15il  SDSS                z     11.28   0.05 This paper                  
iPTF15il  PANSTARRS           g     12.54   0.05 This paper                  
iPTF15il  PANSTARRS           r     11.92   0.05 This paper                  
iPTF15il  PANSTARRS           i     11.65   0.05 This paper                  
iPTF15il  PANSTARRS           z     11.44   0.05 This paper                  
iPTF15il  PANSTARRS           y     11.3    0.05 This paper                  
iPTF15il  2MASS               J     10.98   0.06 This paper                  
iPTF15il  2MASS               H     10.83   0.07 This paper                  
iPTF15il  WISE                W1    11.27   0.1  This paper                  
iPTF15il  WISE                W2    11.9    0.11 This paper                  
iPTF15jg  SDSS                u     19.76   0.21 This paper                  
iPTF15jg  SDSS                g     18.71   0.06 This paper                  
iPTF15jg  SDSS                r     18.17   0.07 This paper                  
iPTF15jg  SDSS                i     17.91   0.06 This paper                  
iPTF15jg  PANSTARRS           g     18.79   0.06 This paper                  
iPTF15jg  PANSTARRS           r     18.31   0.05 This paper                  
iPTF15jg  PANSTARRS           i     18.08   0.05 This paper                  
iPTF15jg  PANSTARRS           z     17.93   0.05 This paper                  
iPTF15jg  PANSTARRS           y     17.84   0.06 This paper                  
iPTF15jg  2MASS               J     17.3    0.18 This paper                  
iPTF15jg  2MASS               H     18.11   0.45 This paper                  
iPTF15jg  2MASS               Ks    17.74   0.14 This paper                  
iPTF15jg  WISE                W1    18.1    0.12 This paper                  
iPTF15jg  WISE                W2    18.44   0.11 This paper                  
iPTF15km  GALEX               FUV   17.29   0.11 This paper                  
iPTF15km  SDSS                u     15.85   0.05 This paper                  
iPTF15km  SDSS                g     14.54   0.05 This paper                  
iPTF15km  SDSS                r     13.93   0.05 This paper                  
iPTF15km  SDSS                i     13.57   0.05 This paper                  
iPTF15km  SDSS                z     13.31   0.05 This paper                  
iPTF15km  PANSTARRS           g     14.58   0.05 This paper                  
iPTF15km  PANSTARRS           r     13.97   0.05 This paper                  
iPTF15km  PANSTARRS           i     13.64   0.05 This paper                  
iPTF15km  PANSTARRS           z     13.5    0.05 This paper                  
iPTF15km  PANSTARRS           y     13.29   0.05 This paper                  
iPTF15km  2MASS               J     13.12   0.07 This paper                  
iPTF15km  2MASS               H     13.24   0.07 This paper                  
iPTF15km  2MASS               Ks    13.27   0.11 This paper                  
iPTF15km  WISE                W1    13.6    0.1  This paper                  
iPTF15km  WISE                W2    14.24   0.1  This paper                  
iPTF15n   GALEX               FUV   17.65   0.12 This paper                  
iPTF15n   GALEX               NUV   17.35   0.11 This paper                  
iPTF15n   SDSS                u     16.75   0.06 This paper                  
iPTF15n   SDSS                g     15.94   0.05 This paper                  
iPTF15n   SDSS                r     15.68   0.05 This paper                  
iPTF15n   SDSS                i     15.46   0.05 This paper                  
iPTF15n   SDSS                z     15.35   0.06 This paper                  
iPTF15n   PANSTARRS           g     15.94   0.05 This paper                  
iPTF15n   PANSTARRS           r     15.64   0.05 This paper                  
iPTF15n   PANSTARRS           i     15.49   0.05 This paper                  
iPTF15n   PANSTARRS           z     15.4    0.05 This paper                  
iPTF15n   PANSTARRS           y     15.27   0.06 This paper                  
iPTF15n   2MASS               J     15.1    0.07 This paper                  
iPTF15n   2MASS               H     15.02   0.07 This paper                  
iPTF15n   2MASS               Ks    15.52   0.14 This paper                  
iPTF15n   WISE                W1    15.8    0.1  This paper                  
iPTF15n   WISE                W2    16.3    0.1  This paper                  
iPTF15ul  GALEX               FUV   20.68   0.1  This paper                  
iPTF15ul  GALEX               NUV   19.96   0.1  This paper                  
iPTF15ul  SDSS                u     18.56   0.06 This paper                  
iPTF15ul  SDSS                g     17.28   0.05 This paper                  
iPTF15ul  SDSS                r     16.63   0.05 This paper                  
