,bins_logM_,quant16_m,quant50_m,quant84_m,quant05_m,quant95_m,quant01_m,quant99_m,quant16_s,quant50_s,quant84_s,quant05_s,quant95_s,quant01_s,quant99_s
95,8.393939393939394,-0.00018973665961010276,0.022,0.00022135943621178657,-0.0003288768766575114,0.0004711793713650882,-0.000594539822888257,0.0007560246938824372,-0.0006957010852370434,0.088,0.0007273238618387272,-0.0013368623676691628,0.0013934197036212749,-0.002095220822464782,0.0023010471508098673
96,8.393939393939394,-0.00018973665961010276,0.025,0.00022135943621178657,-0.000360717850417747,0.0004997126026927877,-0.0005882374035115415,0.0008509056727981304,-0.000758946638440411,0.098,0.000758946638440411,-0.001397799458180607,0.0015086973734450536,-0.002008523818133606,0.0022585050294476362
97,8.464646464646464,-0.00018973665961010276,0.025,0.00022135943621178657,-0.000360717850417747,0.0004997126026927877,-0.0005882374035115415,0.0008509056727981304,-0.000758946638440411,0.098,0.000758946638440411,-0.001397799458180607,0.0015086973734450536,-0.002008523818133606,0.0022585050294476362
98,8.464646464646464,-0.00022135943621178657,0.027,0.00025298221281347036,-0.0003700592186258842,0.0005313353792944718,-0.0006008643782085937,0.0008732218662459548,-0.000758946638440411,0.107,0.0008221921916437786,-0.0014657884278742276,0.001640222825886777,-0.0018774790318962285,0.0024307922409289224
99,8.535353535353535,-0.00022135943621178657,0.027,0.00025298221281347036,-0.0003700592186258842,0.0005313353792944718,-0.0006008643782085937,0.0008732218662459548,-0.000758946638440411,0.107,0.0008221921916437786,-0.0014657884278742276,0.001640222825886777,-0.0018774790318962285,0.0024307922409289224
100,8.535353535353535,-0.00022135943621178657,0.03,0.00025298221281347036,-0.00040319040167146827,0.0005615952142246234,-0.0006087953705802959,0.0009885311588463245,-0.000758946638440411,0.117,0.0008538149682454625,-0.0014992105404645472,0.0018627270066115433,-0.0020309348799112197,0.002745141614015594
101,8.606060606060606,-0.00022135943621178657,0.03,0.00025298221281347036,-0.00040319040167146827,0.0005615952142246234,-0.0006087953705802959,0.0009885311588463245,-0.000758946638440411,0.117,0.0008538149682454625,-0.0014992105404645472,0.0018627270066115433,-0.0020309348799112197,0.002745141614015594
102,8.606060606060606,-0.00025298221281347036,0.034,0.0002846049894151541,-0.0004506972989601779,0.0006151357372889338,-0.0006056267683648073,0.0010644194981350445,-0.0008221921916437786,0.128,0.0009486832980505138,-0.001603492970863919,0.0019164857268344068,-0.0021191782380182173,0.0031212724057489865
103,8.676767676767676,-0.00025298221281347036,0.034,0.0002846049894151541,-0.0004506972989601779,0.0006151357372889338,-0.0006056267683648073,0.0010644194981350445,-0.0008221921916437786,0.128,0.0009486832980505138,-0.001603492970863919,0.0019164857268344068,-0.0021191782380182173,0.0031212724057489865
104,8.676767676767676,-0.00025298221281347036,0.037,0.00031622776601683794,-0.0004854823532220301,0.0006688944575117959,-0.000662506656638256,0.0011783943095628453,-0.0009170605214488301,0.141,0.0010435516278555653,-0.0017599529826560708,0.002013153392628093,-0.0023702915447345293,0.0036322110941353907
105,8.747474747474747,-0.00025298221281347036,0.037,0.00031622776601683794,-0.0004854823532220301,0.0006688944575117959,-0.000662506656638256,0.0011783943095628453,-0.0009170605214488301,0.141,0.0010435516278555653,-0.0017599529826560708,0.002013153392628093,-0.0023702915447345293,0.0036322110941353907
106,8.747474747474747,-0.00025298221281347036,0.041,0.0003478505426185217,-0.0005203401398700663,0.0007636900549306636,-0.0006562295354828216,0.0013048569554706363,-0.0009486832980505138,0.154,0.001075174404457249,-0.0017666411999073275,0.0022825288528318774,-0.0024428594924800727,0.003771136276301891
107,8.818181818181818,-0.00025298221281347036,0.041,0.0003478505426185217,-0.0005203401398700663,0.0007636900549306636,-0.0006562295354828216,0.0013048569554706363,-0.0009486832980505138,0.154,0.001075174404457249,-0.0017666411999073275,0.0022825288528318774,-0.0024428594924800727,0.003771136276301891
108,8.818181818181818,-0.00031622776601683794,0.045,0.0003478505426185217,-0.0005723722564904766,0.0008158676363234416,-0.0007084766869841238,0.001505614152726422,-0.0010435516278555653,0.169,0.0011700427342623003,-0.0018736495136497655,0.0023987330700100825,-0.00268319575693053,0.0035756917055152376
